date,EUR,GBP,GEL
2020-11-09,0.846632,0.761605,3.3613
2020-11-10,0.8471,0.755745,3.3308
2020-11-11,0.850015,0.757265,3.3186
2020-11-12,0.846465,0.761035,3.2863
2020-11-13,0.845915,0.759175,3.2914
2020-11-14,0.844923,0.757863,3.2951
2020-11-15,0.844923,0.757863,3.2951
2020-11-16,0.844335,0.757905,3.2951
2020-11-17,0.842868,0.755105,3.3004
2020-11-18,0.842755,0.752045,3.3021
2020-11-19,0.844645,0.756255,3.2919
2020-11-20,0.843425,0.752505,3.2948
2020-11-21,0.843409,0.75268,3.3073
2020-11-22,0.843409,0.75268,3.3073
2020-11-23,0.845795,0.751895,3.3073
2020-11-24,0.841845,0.749085,3.3073
2020-11-25,0.839695,0.747395,3.3193
2020-11-26,0.839695,0.748915,3.3138
2020-11-27,0.836705,0.751715,3.3137
2020-11-28,0.835858,0.751512,3.3164
2020-11-29,0.835858,0.751512,3.3164
2020-11-30,0.837175,0.749335,3.3164
2020-12-01,0.830605,0.746625,3.3253
2020-12-02,0.826975,0.749215,3.3185
2020-12-03,0.823195,0.740955,3.3189
2020-12-04,0.823615,0.74185,3.3119
2020-12-05,0.824875,0.744075,3.3115
2020-12-06,0.824875,0.744075,3.3115
2020-12-07,0.824045,0.749235,3.3115
2020-12-08,0.825655,0.748345,3.291
2020-12-09,0.828075,0.747245,3.27
2020-12-10,0.825275,0.752595,3.2812
2020-12-11,0.825425,0.757385,3.2838
2020-12-12,0.825655,0.756115,3.287
2020-12-13,0.825655,0.756115,3.287
2020-12-14,0.823245,0.750405,3.287
2020-12-15,0.822538,0.74445,3.2889
2020-12-16,0.821115,0.740675,3.2905
2020-12-17,0.815875,0.735545,3.2811
2020-12-18,0.817315,0.740285,3.2846
2020-12-19,0.815827,0.739508,3.2747
2020-12-20,0.815827,0.739508,3.2747
2020-12-21,0.817435,0.749095,3.2747
2020-12-22,0.821765,0.750265,3.266
2020-12-23,0.819974,0.740255,3.2684
2020-12-24,0.820735,0.737945,3.2704
2020-12-25,0.819639,0.738498,3.2703
2020-12-26,0.8141,0.747328,3.2699
2020-12-27,0.8141,0.747328,3.2699
2020-12-28,0.818679,0.74385,3.2699
2020-12-29,0.816325,0.740325,3.2716
2020-12-30,0.814155,0.735475,3.2795
2020-12-31,0.818065,0.732515,3.2766
2021-01-01,0.8216,0.731368,3.2766
2021-01-02,0.824063,0.731368,3.2766
2021-01-03,0.824063,0.731368,3.2766
2021-01-04,0.815795,0.737535,3.2766
2021-01-05,0.813435,0.734265,3.3028
2021-01-06,0.813655,0.735775,3.3074
2021-01-07,0.815135,0.737765,3.3001
2021-01-08,0.815995,0.736275,3.3001
2021-01-09,0.817996,0.737164,3.3035
2021-01-10,0.817996,0.737164,3.3035
2021-01-11,0.821765,0.739945,3.3035
2021-01-12,0.822355,0.733785,3.3012
2021-01-13,0.822475,0.733615,3.2888
2021-01-14,0.822675,0.730815,3.2909
2021-01-15,0.826705,0.735085,3.2935
2021-01-16,0.827849,0.735916,3.2987
2021-01-17,0.827849,0.735916,3.2987
2021-01-18,0.827856,0.736385,3.2987
2021-01-19,0.824755,0.734045,3.2994
2021-01-20,0.825725,0.732535,3.2994
2021-01-21,0.823785,0.728975,3.2982
2021-01-22,0.821105,0.730905,3.301
2021-01-23,0.821389,0.730909,3.3044
2021-01-24,0.821389,0.730909,3.3044
2021-01-25,0.824085,0.731895,3.3044
2021-01-26,0.822565,0.728525,3.3043
2021-01-27,0.826205,0.730005,3.3011
2021-01-28,0.824915,0.728965,3.2969
2021-01-29,0.8238,0.72895,3.2995
2021-01-30,0.823893,0.729262,3.3026
2021-01-31,0.823893,0.729661,3.3026
2021-02-01,0.828085,0.730995,3.3026
2021-02-02,0.831785,0.732945,3.3048
2021-02-03,0.831628,0.732335,3.3072
2021-02-04,0.835115,0.731855,3.314
2021-02-05,0.830865,0.728625,3.3174
2021-02-06,0.829941,0.727987,3.3215
2021-02-07,0.829941,0.727987,3.3215
2021-02-08,0.830185,0.727895,3.3215
2021-02-09,0.826225,0.724925,3.319
2021-02-10,0.824225,0.722135,3.3161
2021-02-11,0.824665,0.72375,3.3112
2021-02-12,0.824595,0.721815,3.295
2021-02-13,0.825048,0.722439,3.2888
2021-02-14,0.825048,0.722439,3.2888
2021-02-15,0.823965,0.718495,3.2888
2021-02-16,0.825885,0.719065,3.2898
2021-02-17,0.830595,0.722345,3.2985
2021-02-18,0.827885,0.716669,3.3044
2021-02-19,0.824125,0.713385,3.3021
2021-02-20,0.825202,0.713521,3.3069
2021-02-21,0.825202,0.713445,3.3069
2021-02-22,0.823075,0.710755,3.3069
2021-02-23,0.823055,0.709395,3.3084
2021-02-24,0.824015,0.709395,3.3169
2021-02-25,0.818235,0.708875,3.3198
2021-02-26,0.826615,0.716605,3.3265
2021-02-27,0.828356,0.718133,3.3255
2021-02-28,0.828356,0.718133,3.3255
2021-03-01,0.829635,0.717245,3.3255
2021-03-02,0.828065,0.716715,3.3268
2021-03-03,0.8282,0.71515,3.3252
2021-03-04,0.830065,0.713845,3.3252
2021-03-05,0.839725,0.724755,3.319
2021-03-08,0.843995,0.724395,3.3202
2021-03-09,0.841115,0.720115,3.3202
2021-03-10,0.840575,0.71995,3.3242
2021-03-11,0.835015,0.715375,3.3238
2021-03-12,0.836485,0.718365,3.3241
2021-03-14,0.836593,0.718159,3.3232
2021-03-15,0.838469,0.720125,3.3232
2021-03-16,0.840705,0.719805,3.3204
2021-03-17,0.840125,0.72045,3.3205
2021-03-18,0.8386,0.717595,3.3252
2021-03-19,0.839945,0.720682,3.3298
2021-03-20,0.836925,0.720981,3.3326
2021-03-21,0.836925,0.720981,3.3326
2021-03-22,0.8377,0.721395,3.3326
2021-03-23,0.842865,0.725905,3.3299
2021-03-24,0.845645,0.728826,3.3343
2021-03-25,0.849745,0.728165,3.3413
2021-03-26,0.847665,0.725071,3.3473
2021-03-27,0.845702,0.725111,3.3718
2021-03-28,0.845702,0.725111,3.3718
2021-03-29,0.849335,0.725785,3.3718
2021-03-30,0.853215,0.728845,3.3846
2021-03-31,0.85125,0.72455,3.4118
2021-04-01,0.849435,0.723535,3.4464
2021-04-02,0.850275,0.72355,3.441
2021-04-05,0.8463,0.71925,3.4343
2021-04-06,0.8436,0.72355,3.4173
2021-04-07,0.84134,0.727755,3.4069
2021-04-08,0.838605,0.727643,3.4134
2021-04-09,0.840265,0.728555,3.426
2021-04-10,0.84028,0.729474,3.426
2021-04-11,0.84028,0.729474,3.426
2021-04-12,0.839195,0.727565,3.426
2021-04-13,0.837626,0.727905,3.4232
2021-04-14,0.834272,0.72465,3.4235
2021-04-15,0.835485,0.725385,3.4432
2021-04-16,0.834934,0.723435,3.4363
2021-04-17,0.834589,0.722883,3.4363
2021-04-18,0.834589,0.722883,3.4363
2021-04-19,0.830815,0.715125,3.4363
2021-04-20,0.831359,0.717215,3.4359
2021-04-21,0.831014,0.718155,3.4499
2021-04-22,0.832695,0.722185,3.4521
2021-04-23,0.827918,0.721745,3.4462
2021-04-24,0.826641,0.720799,3.4464
2021-04-25,0.826641,0.720799,3.4464
2021-04-26,0.827205,0.720015,3.4464
2021-04-27,0.8285,0.718935,3.4534
2021-04-28,0.827055,0.71845,3.4548
2021-04-29,0.825168,0.717055,3.4529
2021-04-30,0.831145,0.722935,3.4503
2021-05-01,0.83195,0.723772,3.4503
2021-05-02,0.83195,0.723772,3.4503
2021-05-03,0.829315,0.718965,3.4503
2021-05-04,0.832015,0.71975,3.4503
2021-05-05,0.833565,0.719195,3.4398
2021-05-06,0.830015,0.72015,3.4399
2021-05-07,0.823515,0.715535,3.443
2021-05-08,0.822149,0.715589,3.4324
2021-05-09,0.822149,0.715589,3.4324
2021-05-10,0.8224,0.707405,3.4324
2021-05-11,0.822132,0.70619,3.4174
2021-05-12,0.828565,0.711175,3.4271
2021-05-13,0.827212,0.712075,3.4271
2021-05-14,0.8239,0.709445,3.4283
2021-05-17,0.8225,0.707355,3.4186
2021-05-18,0.818566,0.704605,3.3979
2021-05-19,0.81884,0.70625,3.3899
2021-05-20,0.818365,0.70509,3.377
2021-05-21,0.821524,0.70656,3.3537
2021-05-22,0.820934,0.706689,3.3056
2021-05-23,0.820934,0.706689,3.3056
2021-05-24,0.818805,0.70645,3.3056
2021-05-25,0.81716,0.70735,3.3126
2021-05-26,0.819504,0.708015,3.2993
2021-05-27,0.820395,0.70541,3.2993
2021-05-28,0.8195,0.70455,3.2635
2021-05-31,0.817762,0.70385,3.2779
2021-06-01,0.8173,0.706025,3.2688
2021-06-02,0.818845,0.70585,3.2547
2021-06-03,0.824825,0.709205,3.2228
2021-06-04,0.8221,0.70585,3.1524
2021-06-05,0.821926,0.70618,3.0791
2021-06-06,0.821926,0.70618,3.0791
2021-06-07,0.819908,0.70515,3.0791
2021-06-08,0.821005,0.706605,3.1569
2021-06-09,0.821315,0.708425,3.1471
2021-06-10,0.8212,0.70575,3.1387
2021-06-11,0.82648,0.708895,3.1613
2021-06-12,0.825835,0.708843,3.1701
2021-06-13,0.825835,0.708843,3.1701
2021-06-14,0.825048,0.708385,3.1701
2021-06-15,0.8246,0.710125,3.204
2021-06-16,0.8255,0.709205,3.1751
2021-06-17,0.8405,0.719325,3.1657
2021-06-18,0.842205,0.72355,3.1587
2021-06-19,0.842861,0.724034,3.1681
2021-06-20,0.842861,0.724034,3.1681
2021-06-21,0.838975,0.718015,3.1681
2021-06-22,0.837885,0.717455,3.1653
2021-06-23,0.837705,0.715995,3.1566
2021-06-24,0.838215,0.718365,3.1549
2021-06-25,0.837785,0.719275,3.147
2021-06-26,0.837795,0.720202,3.1489
2021-06-27,0.837795,0.720539,3.1489
2021-06-28,0.83875,0.720245,3.1489
2021-06-29,0.840505,0.72225,3.1579
2021-06-30,0.843845,0.724575,3.1603
2021-07-01,0.8441,0.726636,3.1659
2021-07-02,0.844488,0.724835,3.1619
2021-07-03,0.842815,0.723458,3.1593
2021-07-04,0.842815,0.723458,3.1593
2021-07-05,0.842638,0.721885,3.1593
2021-07-06,0.846465,0.725735,3.1518
2021-07-07,0.847375,0.724925,3.1478
2021-07-08,0.844274,0.726015,3.137
2021-07-09,0.8426,0.721895,3.1446
2021-07-10,0.841963,0.719295,3.1455
2021-07-11,0.841963,0.719295,3.1455
2021-07-12,0.843385,0.720395,3.1455
2021-07-13,0.847125,0.722405,3.1429
2021-07-14,0.845,0.721595,3.1404
2021-07-15,0.847355,0.72325,3.143
2021-07-16,0.846925,0.72575,3.1386
2021-07-17,0.84707,0.725979,3.1221
2021-07-18,0.84707,0.725979,3.1221
2021-07-19,0.847395,0.731375,3.1221
2021-07-20,0.849355,0.733925,3.1076
2021-07-21,0.847925,0.730265,3.0962
2021-07-22,0.850224,0.72675,3.095
2021-07-23,0.849865,0.726845,3.1191
2021-07-24,0.849524,0.727352,3.1
2021-07-25,0.849524,0.727352,3.1
2021-07-26,0.846655,0.723305,3.1
2021-07-27,0.845045,0.720285,3.0828
2021-07-28,0.846425,0.720225,3.0892
2021-07-29,0.841745,0.716375,3.1052
2021-07-30,0.8432,0.71915,3.1197
2021-07-31,0.842673,0.719166,3.1244
2021-08-01,0.842673,0.719166,3.1244
2021-08-02,0.842415,0.719632,3.1244
2021-08-03,0.842638,0.718655,3.1042
2021-08-04,0.844559,0.719245,3.1048
2021-08-05,0.844715,0.717855,3.1022
2021-08-06,0.850594,0.721065,3.0927
2021-08-07,0.850138,0.720721,3.0993
2021-08-08,0.850138,0.720591,3.0993
2021-08-09,0.8516,0.722285,3.0993
2021-08-10,0.8534,0.72275,3.105
2021-08-11,0.85151,0.720825,3.107
2021-08-12,0.851765,0.72355,3.1079
2021-08-13,0.847422,0.721335,3.1138
2021-08-14,0.847716,0.721241,3.1238
2021-08-15,0.847716,0.721241,3.1238
2021-08-16,0.849135,0.722135,3.1238
2021-08-17,0.8538,0.728205,3.1175
2021-08-18,0.854518,0.727285,3.1191
2021-08-19,0.855542,0.73215,3.1283
2021-08-20,0.854445,0.73355,3.1323
2021-08-21,0.85492,0.73408,3.1257
2021-08-22,0.85492,0.73408,3.1257
2021-08-23,0.852,0.728995,3.1257
2021-08-24,0.8514,0.72905,3.118
2021-08-25,0.850295,0.727975,3.1191
2021-08-26,0.850485,0.729685,3.1305
2021-08-27,0.847415,0.72595,3.1288
2021-08-28,0.847788,0.72648,3.1248
2021-08-29,0.847788,0.72648,3.1248
2021-08-30,0.847709,0.727005,3.1248
2021-08-31,0.846985,0.727325,3.117
2021-09-01,0.844005,0.72555,3.1107
2021-09-02,0.842885,0.723085,3.1148
2021-09-03,0.841195,0.721075,3.1183
2021-09-04,0.841503,0.721241,3.1196
2021-09-05,0.841503,0.721241,3.1196
2021-09-06,0.842435,0.722825,3.1196
2021-09-07,0.844165,0.72515,3.1132
2021-09-08,0.845895,0.725945,3.1115
2021-09-09,0.845135,0.721635,3.1143
2021-09-10,0.846095,0.721925,3.1157
2021-09-11,0.846403,0.722805,3.114
2021-09-12,0.846403,0.722805,3.114
2021-09-13,0.846865,0.722593,3.114
2021-09-14,0.845916,0.72197,3.1152
2021-09-15,0.847134,0.723145,3.1141
2021-09-16,0.8502,0.725524,3.1129
2021-09-17,0.852795,0.727185,3.1141
2021-09-18,0.852813,0.727776,3.1112
2021-09-19,0.852813,0.727776,3.1112
2021-09-20,0.852835,0.732595,3.1112
2021-09-21,0.852765,0.732125,3.1099
2021-09-22,0.852043,0.732325,3.1163
2021-09-23,0.851705,0.727435,3.1155
2021-09-24,0.85353,0.730925,3.1179
2021-09-25,0.853235,0.730727,3.1181
2021-09-26,0.853235,0.730727,3.1181
2021-09-27,0.8545,0.729445,3.1181
2021-09-28,0.855945,0.73885,3.1172
2021-09-29,0.861935,0.74495,3.1207
2021-09-30,0.864045,0.742625,3.1228
2021-10-01,0.8621,0.73715,3.1189
2021-10-02,0.8624,0.73828,3.1345
2021-10-03,0.8624,0.73828,3.1345
2021-10-04,0.860505,0.734705,3.1345
2021-10-05,0.861725,0.733165,3.1411
2021-10-06,0.866288,0.737725,3.1433
2021-10-07,0.865515,0.73395,3.1484
2021-10-08,0.864566,0.734275,3.1449
2021-10-09,0.8639,0.734565,3.1298
2021-10-10,0.8639,0.734565,3.1298
2021-10-11,0.8649,0.734685,3.1298
2021-10-12,0.867285,0.736005,3.13
2021-10-13,0.863765,0.732815,3.1329
2021-10-14,0.863145,0.730905,3.1383
2021-10-15,0.8623,0.726745,3.1383
2021-10-16,0.862135,0.727537,3.1383
2021-10-17,0.862135,0.727537,3.1383
2021-10-18,0.86055,0.72835,3.1383
2021-10-19,0.859465,0.724895,3.1344
2021-10-20,0.85789,0.72315,3.1369
2021-10-21,0.8592,0.724615,3.1411
2021-10-22,0.859586,0.727095,3.141
2021-10-24,0.8586,0.726718,3.14
2021-10-25,0.861555,0.726825,3.14
2021-10-26,0.863115,0.72665,3.1401
2021-10-27,0.861585,0.72725,3.1428
2021-10-28,0.855945,0.724655,3.1557
2021-10-29,0.866535,0.731305,3.1623
2021-10-30,0.864975,0.730727,3.1601
2021-10-31,0.864975,0.730727,3.1601
2021-11-01,0.862685,0.731845,3.1601
2021-11-02,0.863695,0.734895,3.169
2021-11-03,0.863505,0.73215,3.1678
2021-11-04,0.866455,0.74115,3.1576
2021-11-05,0.864735,0.74065,3.1631
2021-11-08,0.862745,0.73721,3.1637
2021-11-09,0.863165,0.738184,3.1622
2021-11-10,0.868045,0.74205,3.1571
2021-11-11,0.87203,0.746975,3.1523
2021-11-12,0.873585,0.745635,3.1492
2021-11-13,0.87389,0.745434,3.1493
2021-11-14,0.87389,0.745434,3.1493
2021-11-15,0.875835,0.744185,3.1493
2021-11-16,0.8821,0.744715,3.155
2021-11-17,0.883945,0.742005,3.1489
2021-11-18,0.880476,0.74175,3.1435
2021-11-19,0.883795,0.742325,3.1303
2021-11-20,0.8865,0.743771,3.112
2021-11-21,0.8865,0.743771,3.112
2021-11-22,0.88815,0.745605,3.112
2021-11-23,0.88778,0.747175,3.1134
2021-11-24,0.8931,0.749785,3.1134
2021-11-25,0.89168,0.750445,3.1153
2021-11-26,0.884325,0.751135,3.1129
2021-11-27,0.8835,0.749485,3.0967
2021-11-28,0.8835,0.749485,3.0967
2021-11-29,0.88784,0.752215,3.0967
2021-11-30,0.886185,0.755065,3.0867
2021-12-01,0.883195,0.751385,3.1179
2021-12-02,0.883915,0.751325,3.1279
2021-12-03,0.884265,0.755485,3.1283
2021-12-04,0.8839,0.755715,3.121
2021-12-05,0.8839,0.755715,3.121
2021-12-06,0.8862,0.754535,3.121
2021-12-07,0.88897,0.755825,3.0967
2021-12-08,0.882625,0.755869,3.0909
2021-12-09,0.886185,0.758065,3.0991
2021-12-10,0.883509,0.75395,3.114
2021-12-11,0.883645,0.753438,3.1004
2021-12-12,0.883645,0.753438,3.1004
2021-12-13,0.885285,0.755505,3.1004
2021-12-14,0.8875,0.75605,3.1002
2021-12-15,0.88809,0.757055,3.0978
2021-12-16,0.884145,0.750565,3.0957
2021-12-17,0.88716,0.753825,3.0972
2021-12-18,0.88983,0.754916,3.0884
2021-12-19,0.88983,0.754916,3.0884
2021-12-20,0.885545,0.756435,3.0884
2021-12-21,0.88782,0.754995,3.0914
2021-12-22,0.883425,0.749345,3.0958
2021-12-23,0.8834,0.745925,3.0939
2021-12-24,0.88407,0.74617,3.0878
2021-12-25,0.8818,0.746965,3.0774
2021-12-26,0.8818,0.746965,3.0774
2021-12-27,0.882574,0.74425,3.0774
2021-12-28,0.883835,0.744445,3.0789
2021-12-29,0.8817,0.742035,3.0899
2021-12-30,0.883475,0.740785,3.0961
2021-12-31,0.878975,0.738895,3.0976
2022-01-01,0.879395,0.739016,3.0892
2022-01-02,0.879395,0.739016,3.0892
2022-01-03,0.886115,0.742505,3.0892
2022-01-04,0.885625,0.738405,3.0887
2022-01-05,0.8825,0.737055,3.0883
2022-01-06,0.884515,0.738795,3.0964
2022-01-07,0.881155,0.736545,3.089
2022-01-08,0.88015,0.735916,3.089
2022-01-09,0.88015,0.735916,3.089
2022-01-10,0.882955,0.736985,3.089
2022-01-11,0.880085,0.734145,3.09
2022-01-12,0.874995,0.73005,3.0893
2022-01-13,0.872325,0.728184,3.0875
2022-01-14,0.876375,0.731625,3.0866
2022-01-15,0.875955,0.731235,3.0775
2022-01-16,0.875955,0.731235,3.0775
2022-01-17,0.876815,0.732585,3.0775
2022-01-18,0.882135,0.736005,3.0811
2022-01-19,0.881515,0.733965,3.084
2022-01-20,0.882395,0.733115,3.084
2022-01-21,0.881575,0.737695,3.0825
2022-01-22,0.881465,0.737735,3.0794
2022-01-23,0.881465,0.737735,3.0794
2022-01-24,0.884125,0.743675,3.0794
2022-01-25,0.886125,0.741065,3.0763
2022-01-26,0.8865,0.739975,3.072
2022-01-27,0.89725,0.746949,3.0696
2022-01-28,0.89625,0.745623,3.0637
2022-01-29,0.89703,0.74599,3.0521
2022-01-30,0.89703,0.745962,3.0521
2022-01-31,0.89223,0.744435,3.0521
2022-02-01,0.89003,0.740505,3.0518
2022-02-02,0.885205,0.737105,3.0451
2022-02-03,0.875295,0.735185,3.0286
2022-02-04,0.873155,0.73845,3.0179
2022-02-05,0.8734,0.738672,2.9867
2022-02-06,0.8734,0.738672,2.9867
2022-02-07,0.874625,0.739065,2.9867
2022-02-08,0.875775,0.737865,2.948
2022-02-09,0.874755,0.73815,2.92
2022-02-10,0.870365,0.733075,2.9331
2022-02-11,0.877195,0.735635,2.9544
2022-02-12,0.8811,0.737327,2.9506
2022-02-13,0.8811,0.737327,2.9506
2022-02-14,0.884675,0.740095,2.9506
2022-02-15,0.8798,0.738545,2.9687
2022-02-16,0.878965,0.736385,3.0276
2022-02-17,0.879705,0.733915,2.9934
2022-02-18,0.882765,0.736135,3.0008
2022-02-19,0.8832,0.735608,2.9778
2022-02-20,0.8832,0.735608,2.9778
2022-02-21,0.8815,0.734705,2.9778
2022-02-22,0.8813,0.735375,2.9769
2022-02-23,0.883755,0.737895,3.003
2022-02-24,0.8971,0.749245,3.0162
2022-02-25,0.88829,0.745825,3.1331
2022-02-26,0.8871,0.746213,3.154
2022-02-27,0.8871,0.745851,3.154
2022-02-28,0.89103,0.745525,3.154
2022-03-01,0.9004,0.750775,3.2054
2022-03-02,0.90014,0.748285,3.2244
2022-03-03,0.90448,0.75005,3.2419
2022-03-04,0.91594,0.75695,3.2419
2022-03-05,0.913435,0.756001,3.2744
2022-03-06,0.913435,0.756001,3.2744
2022-03-07,0.92041,0.762515,3.2744
2022-03-08,0.91888,0.763355,3.3991
2022-03-09,0.9034,0.759455,3.3991
2022-03-10,0.90854,0.762665,3.4019
2022-03-11,0.91432,0.765525,3.3189
2022-03-12,0.91642,0.766959,3.2308
2022-03-13,0.91642,0.766959,3.2308
2022-03-14,0.91162,0.767225,3.2308
2022-03-15,0.91395,0.766775,3.2322
2022-03-16,0.9091,0.762925,3.2178
2022-03-17,0.89931,0.759335,3.2274
2022-03-18,0.90376,0.75875,3.2209
2022-03-19,0.90395,0.758668,3.2096
2022-03-20,0.90395,0.758668,3.2096
2022-03-21,0.90555,0.757385,3.2096
2022-03-22,0.9078,0.754565,3.2219
2022-03-23,0.90874,0.757455,3.2348
2022-03-24,0.91006,0.758645,3.2385
2022-03-25,0.90991,0.758015,3.2372
2022-03-26,0.91045,0.758121,3.2234
2022-03-27,0.91045,0.758121,3.2234
2022-03-28,0.90959,0.763805,3.2234
2022-03-29,0.902242,0.764065,3.1917
2022-03-30,0.89623,0.760815,3.1354
2022-03-31,0.902405,0.761095,3.1013
2022-04-01,0.9054,0.762885,3.0896
2022-04-03,0.9051,0.762515,3.0918
2022-04-04,0.91114,0.76315,3.0918
2022-04-05,0.9162,0.764195,3.0902
2022-04-06,0.91664,0.764615,3.0857
2022-04-07,0.91908,0.765925,3.0839
2022-04-08,0.91968,0.767395,3.0836
2022-04-09,0.91947,0.768149,3.0749
2022-04-10,0.91947,0.768149,3.0749
2022-04-11,0.9194,0.767805,3.0749
2022-04-12,0.92268,0.768085,3.0755
2022-04-13,0.91872,0.76355,3.0841
2022-04-14,0.92448,0.765785,3.083
2022-04-15,0.92535,0.76545,3.0741
2022-04-16,0.924695,0.765697,3.0706
2022-04-17,0.924695,0.765697,3.0706
2022-04-18,0.92846,0.768715,3.0706
2022-04-19,0.92631,0.768985,3.0613
2022-04-20,0.92186,0.765697,3.053
2022-04-21,0.92233,0.76714,3.0273
2022-04-22,0.92731,0.778935,3.0358
2022-04-23,0.92598,0.778847,3.0358
2022-04-24,0.92598,0.778847,3.0358
2022-04-25,0.93329,0.785694,3.0358
2022-04-26,0.93805,0.79319,3.0358
2022-04-27,0.9462,0.79579,3.0368
2022-04-28,0.95154,0.80242,3.0517
2022-04-29,0.9482,0.79544,3.0597
2022-04-30,0.94835,0.795324,3.0591
2022-05-01,0.94835,0.795324,3.0591
2022-05-02,0.95131,0.79971,3.0591
2022-05-03,0.95112,0.80077,3.059
2022-05-04,0.94816,0.80065,3.0331
2022-05-05,0.9512,0.81056,3.0384
2022-05-06,0.94605,0.80928,3.0398
2022-05-07,0.948,0.810406,3.0318
2022-05-08,0.948,0.810406,3.0318
2022-05-09,0.9455,0.809769,3.0318
2022-05-10,0.9486,0.81198,3.0318
2022-05-11,0.94917,0.81336,3.0321
2022-05-12,0.964895,0.81979,3.0261
2022-05-13,0.96055,0.81734,3.0261
2022-05-14,0.96055,0.815328,3.0129
2022-05-15,0.96055,0.815328,3.0129
2022-05-16,0.95901,0.81467,3.0129
2022-05-17,0.94854,0.80113,2.9769
2022-05-18,0.9529,0.80715,2.9654
2022-05-19,0.94444,0.800415,2.9442
2022-05-20,0.94781,0.801635,2.9262
2022-05-21,0.94675,0.800737,2.9036
2022-05-22,0.94675,0.800737,2.9036
2022-05-23,0.9365,0.79565,2.9036
2022-05-24,0.93198,0.79782,2.8767
2022-05-25,0.93829,0.79788,2.8668
2022-05-26,0.93368,0.794855,2.8598
2022-05-27,0.934,0.7934,2.8598
2022-05-28,0.931505,0.791822,2.8657
2022-05-29,0.931505,0.791822,2.8657
2022-05-30,0.9275,0.7904,2.8657
2022-05-31,0.93193,0.792594,2.9546
